multiplier,budget,scale_budget,impersonation_mean,false_rejection_mean,saturations_mean
0.25,1.720918372823119,1.8861606191790128,0.5838235294117647,0.1823529411764706,8.970588235294118
0.5,3.441836745646238,3.7723212383580256,0.6686764705882353,0.14352941176470588,6.176470588235294
1.0,6.883673491292476,7.544642476716051,0.7154411764705882,0.10411764705882354,4.705882352941177
2.0,13.767346982584952,15.089284953432102,0.7889705882352941,0.08147058823529413,4.088235294117647
4.0,27.534693965169904,30.178569906864205,0.809264705882353,0.07029411764705884,3.7058823529411766
8.0,55.06938793033981,60.35713981372841,0.8322058823529412,0.056764705882352946,3.264705882352941
