multiplier,budget,scale_budget,impersonation_mean,false_rejection_mean,saturations_mean
0.25,0.1879832080546523,0.09646471574153731,0.8666176470588235,0.03441176470588236,17.205882352941178
0.5,0.3759664161093046,0.19292943148307462,0.9194117647058824,0.03558823529411766,7.352941176470588
1.0,0.7519328322186092,0.38585886296614924,0.9273529411764706,0.03558823529411766,2.1470588235294117
2.0,1.5038656644372184,0.7717177259322985,0.9279411764705883,0.03558823529411766,0.7058823529411765
4.0,3.0077313288744367,1.543435451864597,0.9279411764705883,0.03558823529411766,0.38235294117647056
8.0,6.0154626577488735,3.086870903729194,0.9279411764705883,0.03558823529411766,0.2647058823529412
