multiplier,budget,scale_budget,impersonation_mean,false_rejection_mean,saturations_mean
0.25,0.1879832080546523,0.0,0.3816176470588235,0.06088235294117648,19.176470588235293
0.5,0.3759664161093046,0.0,0.455735294117647,0.04441176470588236,17.38235294117647
1.0,0.7519328322186092,0.0,0.5333823529411765,0.04352941176470589,12.941176470588236
2.0,1.5038656644372184,0.0,0.6110294117647058,0.06176470588235296,6.470588235294118
4.0,3.0077313288744367,0.0,0.6347058823529411,0.10441176470588236,2.5294117647058822
8.0,6.0154626577488735,0.0,0.6358823529411765,0.10411764705882354,1.6764705882352942
